county,Sub_County,Ward,Latitude,Longitude,Locality,Start_Outbreak_Event,Report_Date,Disease_Condition,Nature_of_Diagnosis,Test_Used,Species_Affected,Number_at_Risk,Number_Sick,Number_Dead,Number_Slaughtered,Number_Destroyed,Production_System,Number_Humans_Affected_zoonosis,Disease_Control_Method,Number_Vaccinated,Organisation_GOK_Private,Source
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.802973333,37.215705,Village/Farm,12/12/2024,12/12/2024,Enteritis ,Clinical,,Goats,27,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.463657,38.914442,Village/Farm,12/2/2024,12/2/2024,Pneumonia,Clinical,,Goats,25,6,3,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Usonga,0.1066795,34.1318091,Village/Farm,11/23/2024,11/23/2024,Streptothricosis,Clinical,,Cattle,2,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-3.3788818,38.3325445,Village/Farm,12/14/2024,12/14/2024,Foot Rot,Clinical,,Cattle,4,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Usonga,0.1066795,34.1318091,Village/Farm,12/13/2024,12/13/2024,Pneumonia,Clinical,,Sheep,3,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.0301477,38.949752,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Goats,131,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Rong'E,-3.4134967,38.4059467,Village/Farm,12/14/2024,12/14/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.37678,38.354267,Village/Farm,12/11/2024,12/11/2024,Brucellosis,Clinical,,Camel,25,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.463657,38.914442,Village/Farm,12/10/2024,12/10/2024,Pneumonia,Clinical,,Sheep,25,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi West,Makindu,-2.282045,37.83098333,Village/Farm,12/12/2024,12/12/2024,Helminthiasis,Clinical,,Dogs,7,7,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.9736606,Village/Farm,12/10/2024,12/10/2024,Trypanosomiasis,Clinical,,Camel,25,1,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Golbo,3.4724218,39.0985804,Village/Farm,12/3/2024,12/3/2024,Coccidosis,Clinical,,Goats,60,10,3,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5639154,38.6456106,Village/Farm,12/11/2024,12/11/2024,Animal bites,Clinical,,Goats,26,2,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi West,Makindu,-2.26896,37.83108333,Village/Farm,12/9/2024,12/9/2024,Anaplasmosis,Clinical,,Cattle,0,2,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Sololo,3.59649,38.622327,Village/Farm,12/12/2024,12/12/2024,Foot Rote ,Clinical,,Cattle,16,13,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.4343835,39.1784167,Village/Farm,12/9/2024,12/9/2024,ORF ,Clinical,,Camel,43,8,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.59649,38.622327,Village/Farm,12/13/2024,12/13/2024,Helminthiasis,Clinical,,Goats,11,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.9736606,Village/Farm,12/11/2024,12/11/2024,Pneumonia,Clinical,,Sheep,25,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.0503258,38.235465,Village/Farm,12/11/2024,12/11/2024,Bovine Ephemeral Fever ,Clinical,,Cattle,10,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.0301477,38.949752,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Goats,130,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.463657,38.914442,Village/Farm,12/10/2024,12/10/2024,Footroot,Clinical,,Cattle,10,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.4724218,39.0985804,Village/Farm,12/1/2024,12/1/2024,Helminthiasis,Clinical,,Goats,50,6,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5639154,38.6456106,Village/Farm,12/13/2024,12/13/2024,Poisoning,Clinical,,Goats,24,6,4,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.9736606,Village/Farm,12/9/2024,12/9/2024,Brucellosis,Clinical,,Camel,25,1,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5639154,38.6456106,Village/Farm,12/13/2024,12/13/2024,Snake Bite ,Clinical,,Cattle,8,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.59649,38.622327,Village/Farm,12/15/2024,12/15/2024,Foot Rote ,Clinical,,Cattle,10,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.463657,38.914442,Village/Farm,12/10/2024,12/10/2024,Foot Rote ,Clinical,,Cattle,10,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.52462858,39.08868368,Village/Farm,12/10/2024,12/10/2024,Coccidosis,Clinical,,Chicken,45,45,7,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.599692,38.528485,Village/Farm,12/11/2024,12/11/2024,Foot Rote ,Clinical,,Cattle,30,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.45257479,39.2797802,Village/Farm,12/8/2024,12/8/2024,Brucellosis,Clinical,,Goats,10,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.0301477,38.949752,Village/Farm,12/12/2024,12/12/2024,Helminthiasis,Clinical,,Goats,130,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.0503258,38.235465,Village/Farm,12/14/2024,12/14/2024,Foot Rote ,Clinical,,Goats,86,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.599692,38.528485,Village/Farm,12/11/2024,12/11/2024,Foot Rote ,Clinical,,Cattle,18,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.0503258,38.235465,Village/Farm,12/13/2024,12/13/2024,Foot Rote ,Clinical,,Goats,117,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.59649,38.622327,Village/Farm,12/8/2024,12/8/2024,Foot Rote ,Clinical,,Cattle,18,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.37678,38.354267,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Goats,37,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.0503258,38.235465,Village/Farm,12/12/2024,12/12/2024,Pneumonia,Clinical,,Camel,42,15,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.37678,38.6456106,Village/Farm,12/13/2024,12/13/2024,Helminthiasis,Clinical,,Goats,17,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.599692,38.528485,Village/Farm,12/11/2024,12/11/2024,Foot Rote ,Clinical,,Cattle,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5639154,38.6456106,Village/Farm,12/12/2024,12/12/2024,Helminthiasis,Clinical,,Goats,23,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Uran,3.599692,38.528485,Village/Farm,12/10/2024,12/10/2024,Foot Rote ,Clinical,,Cattle,15,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.5639154,38.6456106,Village/Farm,12/13/2024,12/13/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,24,6,4,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Sololo,3.59649,38.622327,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Goats,25,2,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5248852,39.0654282,Village/Farm,12/11/2024,12/11/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,8,2,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Narok,Narok South,Ololulung'A,-1.0063298,35.5768996,Village/Farm,9/1/2024,9/1/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,20,2,1,0,1,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Sololo,3.031477,38.949752,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Cattle,15,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,West Alego,,,Village/Farm,12/15/2024,12/15/2024,Heart Water,Clinical,,Cattle,0,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,West Alego,0.1112991,34.1161579,Village/Farm,12/16/2024,12/16/2024,Newcastle Disease (NCD),Clinical,,Chicken,53,3,1,0,0,Extensive,,Advice On Biosecurity ,0,GOK,KABS
Makueni,Kibwezi West,Makindu,,,Village/Farm,12/16/2024,12/16/2024,Newcastle Disease (NCD),Clinical,,Chicken,100,2,3,0,3,Mixed,0,[Vaccination],95,GOK,KABS
Kwale,Kinango,Puma,-4.0362224,39.164609,Market,12/16/2024,12/16/2024,Goat Pox,Clinical,,Goats,50,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.51115348,38.9736606,Village/Farm,12/13/2024,12/13/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,40,3,1,0,0,Extensive,0,[No Action],0,GOK,KABS
Bomet,Bomet Central,Ndaraweta,-0.6673937,35.3800511,Village/Farm,12/16/2024,12/16/2024,Anthrax,Clinical,,Cattle,5,0,1,0,1,Mixed,0,[No Action],0,GOK,KABS
Kwale,Kinango,Kinango,-4.1375982,39.3164734,Village/Farm,12/11/2024,12/11/2024,Helminthiasis,Clinical,,Cattle,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Makueni,Nzaui/Kilili/Kalamba,-1.9677256,37.5293022,Village/Farm,12/14/2024,12/14/2024,Mange,Clinical,,Cattle,4,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7538306,39.1411978,Village/Farm,12/9/2024,12/9/2024,Helminthiasis,Clinical,,Cattle,6,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7333778,39.0513751,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Goats,11,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Mombasa,Kisauni,Bamburi,-3.9677252,39.7167792,Village/Farm,12/15/2024,12/15/2024,Johnes Disease,Clinical,,Cattle,6,2,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9788324,35.3659968,Village/Farm,12/14/2024,12/14/2024,East Coast Fever(ECF),Clinical,,Cattle,4,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Busia,Teso South,Amukura Central,0.5402659,34.2605816,Village/Farm,12/17/2024,12/17/2024,African Swine Fever (ASF),Clinical,,Pigs,5,5,3,0,0,Intensive,0,"[Treatment, Isolation]",0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7535094,39.1424987,Village/Farm,12/14/2024,12/14/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,4,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Makueni,Muvau/Kikuumini,-1.765698333,37.68780333,Village/Farm,12/17/2024,12/17/2024,East Coast Fever(ECF),Clinical,,Cattle,8,1,2,0,0,Mixed,0,[Treatment],0,GOK,KABS
Bungoma,Bumula,Kabula,0.46225982,34.50238965,Village/Farm,12/8/2024,12/8/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,10,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7270718,39.0370438,Market,12/11/2024,12/11/2024,Pneumonia,Clinical,,Cattle,4,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,,,Village/Farm,12/16/2024,12/16/2024,Trypanosomiasis,Clinical,,Cattle,5,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Tana River,Galole,Chewani,-1.491131667,40.02422833,Village/Farm,12/16/2024,12/16/2024,Helminthiasis,Clinical,,Goats,24,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Kwale,Kinango,Ndavaya,-4.1940272,39.2334915,Village/Farm,12/16/2024,12/16/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,2,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Ndavaya,-4.1940272,39.2334915,Village/Farm,12/16/2024,12/16/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,2,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.4751983,39.1399217,Village/Farm,12/6/2024,12/6/2024,Helminthiasis,Clinical,,Cattle,7,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Ndavaya,-4.1940272,39.2334915,Village/Farm,12/16/2024,12/16/2024,Anaplasmosis,Clinical,,Cattle,2,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,,,Village/Farm,12/16/2024,12/16/2024,Carpal Abrassion Wound ,Clinical,,Dogs,1,1,0,0,0,,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.4751983,39.1399217,Village/Farm,12/4/2024,12/4/2024,Brucellosis,Clinical,,Goats,52,8,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Kilifi,Kaloleni,Kaloleni,-3.7371,39.63832667,Village/Farm,12/9/2024,12/9/2024,Helminthiasis,Clinical,,Goats,9,4,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Kisumu,Seme,West Seme,-0.1026607,34.4491116,Village/Farm,12/17/2024,12/17/2024,Trypanosomiasis,Clinical,,Cattle,7,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Abattoir,12/4/2024,12/4/2024,Brucellosis,Clinical,,Camel,60,9,1,0,0,Extensive,2,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.4751983,39.1399217,Village/Farm,12/4/2024,12/4/2024,Helminthiasis,Clinical,,Sheep,23,7,0,0,8,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/10/2024,12/10/2024,Poisoning,Clinical,,Goats,38,0,2,0,0,Extensive,0,[No Action],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/5/2024,12/5/2024,Mange,Clinical,,Goats,60,4,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/16/2024,12/16/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,50,0,2,0,0,Extensive,0,[No Action],0,GOK,KABS
Vihiga,Sabatia,Wodanga,0.1142756,34.7697635,Village/Farm,12/17/2024,12/17/2024,Helminthiasis,Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/9/2024,12/9/2024,Helmenthiasis ,Clinical,,Sheep,15,5,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Tana River,Bura,Hirimani,-1.2027837,39.8323487,Abattoir,12/18/2024,12/18/2024,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,,Goats,6,1,0,7,0,,0,"[Treatment, Other]",0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/10/2024,12/10/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,6,1,0,0,0,Extensive,0,Ethno veterinary Medication ,0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/17/2024,12/17/2024,Orf,Clinical,,Goats,15,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi West,Makindu,-2.319305,37.82664167,Village/Farm,12/15/2024,12/15/2024,Parvovirus,Clinical,,Dogs,5,3,0,0,0,Intensive,0,[Vaccination],3,GOK,KABS
Garissa,Dadaab,Dadaab,0.10829,40.29716333,Village/Farm,12/15/2024,12/15/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,157,3,1,0,0,Extensive,0,[Isolation],0,GOK,KABS
Marsabit,Moyale,Heillu/Manyatta,3.5099679,39.0536548,Village/Farm,12/9/2024,12/9/2024,Mastitis ,Clinical,,Cattle,5,2,0,0,0,Extensive,0,[No Action],0,GOK,KABS
Makueni,Kilome,Kasikeu,-1.85380138,37.3512752,Abattoir,12/18/2024,12/18/2024,Helminthiasis,Post Mortem,,Cattle,1,1,0,1,0,,0,Condemn Affected Organ ,0,GOK,KABS
Busia,Teso South,Chakol North,0.4786785,34.212804,Village/Farm,12/18/2024,12/18/2024,Enterotoxaemia,Clinical,,Goats,5,3,1,0,1,Mixed,0,"[Treatment, Isolation, Other]",0,GOK,KABS
Marsabit,North Horr,Dukana,3.8025671,37.529334,Village/Farm,12/13/2024,12/13/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,33,24,5,0,0,Extensive,0,[No Action],0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-4.0315434,39.7187279,Village/Farm,12/17/2024,12/17/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Intensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Kakamega,Likuyani,Likuyani,0.65861,35.08387667,Village/Farm,12/14/2024,12/14/2024,East Coast Fever(ECF),Post Mortem,,Cattle,3,1,1,0,1,Extensive,0,[Treatment],0,GOK,KABS
Vihiga,Sabatia,Wodanga,0.1188279,34.7787399,Village/Farm,12/17/2024,12/17/2024,Warts,Clinical,,Cattle,0,0,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Kakamega,Butere,Marenyo - Shianda,0.1607585,34.4799482,Village/Farm,12/15/2024,12/15/2024,Anaplasmosis,Clinical,,Cattle,5,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.1818061,34.3527213,Village/Farm,12/17/2024,12/17/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,8,4,0,0,0,Mixed,0,"[Treatment, Isolation]",0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/25/2024,8/25/2024,Helminthiasis,Clinical,,Sheep,159,5,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/26/2024,8/26/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,243,10,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/30/2024,8/30/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,152,3,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Baringo,Tiaty,Loiyamorock,0,38,Village/Farm,12/9/2024,12/9/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,65,13,5,0,0,Extensive,0,[Vaccination],0,GOK,KABS
Turkana,Turkana West,Lokichoggio,,,Village/Farm,12/19/2024,12/19/2024,Helminthiasis,Clinical,,Sheep,153,5,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,1.0279863,35.394103,Village/Farm,12/16/2024,12/16/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/31/2024,8/31/2024,Foot rot,Clinical,,Goats,124,16,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Makueni,Kibwezi East,Mtito Andei,,,Village/Farm,10/17/2024,10/17/2024,Anaplasmosis,Clinical,,Cattle,3,2,1,0,0,Mixed,,"[Treatment, Vector Control]",0,GOK,KABS
Turkana,Turkana West,Lokichoggio,,,Village/Farm,12/19/2024,12/19/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,219,15,4,0,0,Extensive,,[Treatment],0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/31/2024,8/31/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,152,6,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Kakamega,Butere,Marama North,0.1762101,34.5962671,Village/Farm,12/17/2024,12/17/2024,Pneumonia,Clinical,,Cattle,5,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi East,Mtito Andei,-2.6551898,38.1508637,Village/Farm,12/11/2024,12/11/2024,Anaplasmosis,Clinical,,Cattle,2,1,0,0,0,Mixed,,"[Treatment, Vector Control]",0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/31/2024,8/31/2024,Heart Water,Clinical,,Sheep,182,1,0,0,0,Intensive,,[No Action],0,GOK,KABS
Makueni,Kibwezi West,Nguumo,-2.3933252,37.9110638,Village/Farm,12/19/2024,12/19/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,2,4,0,0,0,Mixed,0,[Quarantine],0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.2457861,34.3405783,Village/Farm,12/17/2024,12/17/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,3,2,0,0,0,Mixed,0,"[Treatment, Isolation, Vector Control]",0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/25/2024,8/25/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,186,3,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Bura,-3.4532364,38.3137728,Village/Farm,12/13/2024,12/13/2024,East Coast Fever(ECF),Clinical,,Cattle,2,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0823703,34.24928,Village/Farm,12/19/2024,12/19/2024,Trypanosomiasis,Clinical,,Cattle,6,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Wusi/Kishamba,-3.4620464,38.346373,Village/Farm,12/17/2024,12/17/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Kwale,Msambweni,Gombato Bongwe,-4.2891798,39.555132,Village/Farm,12/20/2024,12/20/2024,Enterotoxaemia,Clinical,,Goats,35,4,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Turkana,Turkana West,Kalobeyei,,,Village/Farm,8/26/2024,8/26/2024,Helminthiasis,Clinical,,Sheep,189,10,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,1.0790868,35.2606843,Village/Farm,12/20/2024,12/20/2024,Anaplasmosis,Clinical,,Cattle,0,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Busia,Nambale,Bukhayo East,0.4709222,34.3312098,Village/Farm,12/20/2024,12/20/2024,Anaplasmosis,Clinical,,Cattle,2,2,0,0,0,Extensive,0,[Treatment],2,GOK,KABS
Baringo,Baringo North,Barwessa,0.4853855,35.710142,Village/Farm,12/19/2024,12/19/2024,Animal bites,Clinical,,Cattle,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Lamu,Lamu West,Mkunumbi,-2.3396747,40.6633936,Village/Farm,12/20/2024,12/20/2024,Pneumonia,Clinical,,Sheep,7,4,0,0,0,Mixed,0,"[Treatment, No Action]",0,GOK,KABS
Bungoma,Kanduyi,Bukembe West,0.5803818,34.5606263,Village/Farm,12/20/2024,12/20/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Baringo,Baringo North,Barwessa,0.7007747,35.6985348,Village/Farm,12/20/2024,12/20/2024,Newcastle Disease (NCD),Clinical,,Chicken,120,30,30,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Bura,-3.49419,38.300945,Village/Farm,12/11/2024,12/11/2024,Trypanosomiasis,Clinical,,Cattle,2,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Baringo,Baringo North,Barwessa,,,Village/Farm,12/19/2024,12/19/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,11,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Nakuru,Molo,Molo,-0.2463863,35.7343281,Village/Farm,12/20/2024,12/20/2024,East Coast Fever(ECF),Clinical,,Cattle,9,2,1,0,1,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Baringo,Baringo North,Barwessa,,,Village/Farm,12/15/2024,12/15/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,30,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Ugenya,West Ugenya,0.1354852,34.1377211,Village/Farm,12/18/2024,12/18/2024,Trypanosomiasis,Clinical,,Cattle,2,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Nakuru,Molo,Molo,-0.2682983,35.7466595,Village/Farm,12/14/2024,12/14/2024,East Coast Fever(ECF),Clinical,,Cattle,1,2,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Siaya,Ugenya,West Ugenya,0.1354852,34.1377211,Village/Farm,12/17/2024,12/17/2024,Anaplasmosis,Clinical,,Cattle,2,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Trans Nzoia,Saboti,Saboti,0.9316755,34.843618,Village/Farm,12/20/2024,12/20/2024,Salmonelosis,Clinical,,Cattle,6,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kisumu,Seme,West Seme,-0.0915594,34.4608931,Village/Farm,12/20/2024,12/20/2024,Trypanosomiasis,Clinical,,Cattle,2,1,0,0,0,,0,"[Treatment, Vector Control]",0,GOK,KABS
Kakamega,Butere,Marama South,0.169886667,34.444285,Village/Farm,12/21/2024,12/21/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
